Latitude (decimal degrees):	42.469
Longitude (decimal degrees):	12.739
Elevation (m):	943
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: -15 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20231202:0910,134.91,171.14,20.9,9.64,3.79,0.0
20231202:1010,220.28,266.41,24.63,9.81,4.28,0.0
20231202:1110,18.45,35.02,25.54,10.02,4.07,0.0
20231202:1210,47.31,70.97,23.52,9.44,4.07,0.0
20231202:1310,19.9,36.87,18.82,9.41,3.93,0.0
20231202:1410,11.33,25.11,11.94,9.02,3.66,0.0
20231202:1510,0.0,3.46,3.43,8.36,3.17,0.0
20231202:1610,0.0,0.0,0.0,7.56,2.83,0.0
20231202:1710,0.0,0.0,0.0,7.14,2.76,0.0
20231202:1810,0.0,0.0,0.0,6.87,2.62,0.0
20231202:1910,0.0,0.0,0.0,7.01,2.69,0.0
20231202:2010,0.0,0.0,0.0,6.59,2.48,0.0
20231202:2110,0.0,0.0,0.0,6.29,2.21,0.0
20231202:2210,0.0,0.0,0.0,5.96,1.93,0.0
20231202:2310,0.0,0.0,0.0,5.87,1.86,0.0
20231203:0010,0.0,0.0,0.0,5.88,1.86,0.0
20231203:0110,0.0,0.0,0.0,5.61,1.66,0.0
20231203:0210,0.0,0.0,0.0,5.32,1.45,0.0
20231203:0310,0.0,0.0,0.0,4.95,1.1,0.0
20231203:0410,0.0,0.0,0.0,4.96,0.69,0.0
20231203:0510,0.0,0.0,0.0,5.07,0.69,0.0
20231203:0610,0.0,0.0,0.0,5.06,0.97,0.0
20231203:0710,146.99,181.55,6.67,4.74,0.69,0.0
20231203:0810,475.27,562.53,14.61,5.75,0.69,0.0
20231203:0910,601.1,725.35,20.73,6.8,0.83,0.0
20231203:1010,593.28,715.69,24.47,7.81,1.17,0.0
20231203:1110,671.62,818.62,25.4,8.53,1.45,0.0
20231203:1210,588.83,709.46,23.4,8.92,1.59,0.0
20231203:1310,481.89,576.07,18.72,9.13,1.72,0.0
20231203:1410,31.05,51.08,11.87,8.74,1.52,0.0
20231203:1510,5.63,16.45,3.38,7.85,1.24,0.0
20231203:1610,0.0,0.0,0.0,6.49,1.24,0.0
20231203:1710,0.0,0.0,0.0,5.22,1.17,0.0
20231203:1810,0.0,0.0,0.0,4.23,1.17,0.0
20231203:1910,0.0,0.0,0.0,3.52,1.24,0.0
20231203:2010,0.0,0.0,0.0,2.94,1.31,0.0
20231203:2110,0.0,0.0,0.0,2.34,1.38,0.0
20231203:2210,0.0,0.0,0.0,1.98,1.38,0.0
20231203:2310,0.0,0.0,0.0,1.72,1.38,0.0
20231204:0010,0.0,0.0,0.0,1.52,1.31,0.0
20231204:0110,0.0,0.0,0.0,1.41,1.38,0.0
20231204:0210,0.0,0.0,0.0,1.31,1.38,0.0
20231204:0310,0.0,0.0,0.0,1.09,1.38,0.0
20231204:0410,0.0,0.0,0.0,0.91,1.38,0.0
20231204:0510,0.0,0.0,0.0,0.86,1.17,0.0
20231204:0610,0.0,0.0,0.0,0.87,1.17,0.0
20231204:0710,95.37,121.93,6.5,0.8,1.24,0.0
20231204:0810,155.58,189.44,14.45,3.02,0.62,0.0
20231204:0910,287.0,339.6,20.57,5.58,0.69,0.0
20231204:1010,159.97,198.24,24.32,6.65,1.24,0.0
20231204:1110,164.5,203.71,25.26,7.32,1.72,0.0
20231204:1210,168.17,207.72,23.29,7.67,2.07,0.0
20231204:1310,65.71,92.16,18.63,7.56,2.07,0.0
20231204:1410,52.12,76.19,11.8,7.3,1.93,0.0
20231204:1510,5.67,16.45,3.34,6.8,1.72,0.0
20231204:1610,0.0,0.0,0.0,6.34,1.24,0.0
20231204:1710,0.0,0.0,0.0,5.91,1.31,0.0
20231204:1810,0.0,0.0,0.0,5.67,1.17,0.0
20231204:1910,0.0,0.0,0.0,5.75,1.45,0.0
20231204:2010,0.0,0.0,0.0,5.48,1.45,0.0
20231204:2110,0.0,0.0,0.0,5.09,1.38,0.0
20231204:2210,0.0,0.0,0.0,4.47,1.59,0.0
20231204:2310,0.0,0.0,0.0,4.89,1.79,0.0
20231205:0010,0.0,0.0,0.0,5.26,2.0,0.0
20231205:0110,0.0,0.0,0.0,5.42,2.07,0.0
20231205:0210,0.0,0.0,0.0,5.53,2.0,0.0
20231205:0310,0.0,0.0,0.0,5.69,1.93,0.0
20231205:0410,0.0,0.0,0.0,5.52,2.07,0.0
20231205:0510,0.0,0.0,0.0,5.48,2.07,0.0
20231205:0610,0.0,0.0,0.0,5.55,2.07,0.0
20231205:0710,20.73,37.39,6.34,5.69,1.45,0.0
20231205:0810,54.0,78.09,14.29,6.4,1.17,0.0
20231205:0910,28.79,47.93,20.41,6.93,0.83,0.0
20231205:1010,46.09,69.12,24.17,7.32,0.76,0.0
20231205:1110,53.01,77.42,25.14,7.53,0.76,0.0
20231205:1210,111.36,144.74,23.18,7.63,0.62,0.0
20231205:1310,225.86,273.97,18.55,7.82,0.62,0.0
20231205:1410,52.63,77.05,11.74,7.67,0.48,0.0
20231205:1510,3.09,12.12,3.3,7.45,0.34,0.0
20231205:1610,0.0,0.0,0.0,6.79,0.28,0.0
20231205:1710,0.0,0.0,0.0,6.12,0.55,0.0
20231205:1810,0.0,0.0,0.0,5.77,0.34,0.0
20231205:1910,0.0,0.0,0.0,4.53,0.69,0.0
20231205:2010,0.0,0.0,0.0,4.55,0.62,0.0
20231205:2110,0.0,0.0,0.0,4.31,0.48,0.0
20231205:2210,0.0,0.0,0.0,3.66,0.55,0.0
20231205:2310,0.0,0.0,0.0,3.21,0.48,0.0
20231206:0010,0.0,0.0,0.0,2.68,0.69,0.0
20231206:0110,0.0,0.0,0.0,2.22,0.83,0.0
20231206:0210,0.0,0.0,0.0,1.98,0.9,0.0
20231206:0310,0.0,0.0,0.0,1.54,1.03,0.0
20231206:0410,0.0,0.0,0.0,1.46,1.17,0.0
20231206:0510,0.0,0.0,0.0,1.38,0.97,0.0
20231206:0610,0.0,0.0,0.0,1.38,0.97,0.0
20231206:0710,125.11,154.66,6.19,1.04,1.1,0.0
20231206:0810,194.66,231.69,14.13,2.44,0.62,0.0
20231206:0910,343.95,404.66,20.26,4.58,0.34,0.0
20231206:1010,451.08,534.31,24.03,5.8,0.69,0.0
20231206:1110,496.34,591.03,25.01,6.56,0.9,0.0
20231206:1210,411.84,487.97,23.08,7.01,1.03,0.0
20231206:1310,396.21,469.99,18.48,6.91,1.03,0.0
20231206:1410,51.47,75.32,11.69,6.68,1.03,0.0
20231206:1510,5.16,15.58,3.27,6.15,1.03,0.0
20231206:1610,0.0,0.0,0.0,5.02,0.97,0.0
20231206:1710,0.0,0.0,0.0,3.8,0.97,0.0
20231206:1810,0.0,0.0,0.0,2.98,1.1,0.0
20231206:1910,0.0,0.0,0.0,2.39,1.17,0.0
20231206:2010,0.0,0.0,0.0,1.63,1.24,0.0
20231206:2110,0.0,0.0,0.0,0.87,1.31,0.0
20231206:2210,0.0,0.0,0.0,0.31,1.31,0.0
20231206:2310,0.0,0.0,0.0,-0.27,1.38,0.0
20231207:0010,0.0,0.0,0.0,-0.63,1.38,0.0
20231207:0110,0.0,0.0,0.0,-0.86,1.45,0.0
20231207:0210,0.0,0.0,0.0,-1.01,1.45,0.0
20231207:0310,0.0,0.0,0.0,-1.13,1.45,0.0
20231207:0410,0.0,0.0,0.0,-1.22,1.52,0.0
20231207:0510,0.0,0.0,0.0,-1.2,1.59,0.0
20231207:0610,0.0,0.0,0.0,-1.76,1.59,0.0
20231207:0710,129.48,157.77,6.03,-1.33,1.45,0.0
20231207:0810,230.38,268.89,13.98,1.22,1.1,0.0
20231207:0910,331.25,388.08,20.12,4.87,1.03,0.0
20231207:1010,574.44,689.87,23.9,6.54,0.9,0.0
20231207:1110,694.09,855.91,24.9,7.67,0.83,0.0
20231207:1210,634.12,777.2,22.99,8.28,0.76,0.0
20231207:1310,494.75,596.12,18.41,8.48,0.9,0.0
20231207:1410,29.05,48.48,11.65,8.17,0.9,0.0
20231207:1510,5.66,16.45,3.24,7.21,1.1,0.0
20231207:1610,0.0,0.0,0.0,5.5,0.97,0.0
20231207:1710,0.0,0.0,0.0,4.69,0.9,0.0
20231207:1810,0.0,0.0,0.0,4.12,0.97,0.0
20231207:1910,0.0,0.0,0.0,3.67,0.83,0.0
20231207:2010,0.0,0.0,0.0,2.84,0.97,0.0
20231207:2110,0.0,0.0,0.0,1.49,1.17,0.0
20231207:2210,0.0,0.0,0.0,0.75,1.31,0.0
20231207:2310,0.0,0.0,0.0,-0.03,1.38,0.0
20231208:0010,0.0,0.0,0.0,-0.68,1.45,0.0
20231208:0110,0.0,0.0,0.0,-1.16,1.45,0.0
20231208:0210,0.0,0.0,0.0,-1.58,1.45,0.0
20231208:0310,0.0,0.0,0.0,-1.74,1.45,0.0
20231208:0410,0.0,0.0,0.0,-1.87,1.45,0.0
20231208:0510,0.0,0.0,0.0,-1.63,1.38,0.0
20231208:0610,0.0,0.0,0.0,-1.45,1.38,0.0
20231208:0710,123.22,151.22,5.89,-1.17,1.17,0.0
20231208:0810,216.51,254.57,13.84,1.76,0.83,0.0
20231208:0910,202.26,242.45,19.98,4.09,0.69,0.0
20231208:1010,261.47,310.7,23.77,5.22,0.69,0.0
20231208:1110,399.42,473.93,24.79,6.48,0.62,0.0
20231208:1210,200.32,243.89,22.91,6.66,0.55,0.0
20231208:1310,203.46,247.52,18.35,6.79,0.48,0.0
20231208:1410,39.14,60.6,11.61,6.57,0.41,0.0
20231208:1510,4.63,14.72,3.22,6.11,0.55,0.0
20231208:1610,0.0,0.0,0.0,5.31,0.9,0.0
20231208:1710,0.0,0.0,0.0,4.65,1.1,0.0
20231208:1810,0.0,0.0,0.0,3.91,1.17,0.0
20231208:1910,0.0,0.0,0.0,3.53,1.31,0.0
20231208:2010,0.0,0.0,0.0,3.44,1.38,0.0
20231208:2110,0.0,0.0,0.0,3.49,1.38,0.0
20231208:2210,0.0,0.0,0.0,3.4,1.45,0.0
20231208:2310,0.0,0.0,0.0,3.41,1.38,0.0
20231209:0010,0.0,0.0,0.0,3.41,1.38,0.0
20231209:0110,0.0,0.0,0.0,3.3,1.38,0.0
20231209:0210,0.0,0.0,0.0,3.16,1.31,0.0
20231209:0310,0.0,0.0,0.0,2.88,1.31,0.0
20231209:0410,0.0,0.0,0.0,2.43,1.38,0.0
20231209:0510,0.0,0.0,0.0,1.8,1.31,0.0
20231209:0610,0.0,0.0,0.0,1.45,1.31,0.0
20231209:0710,190.37,225.61,5.75,0.96,1.52,0.0
20231209:0810,478.59,555.86,13.7,2.63,0.97,0.0
20231209:0910,607.56,727.36,19.85,5.45,0.9,0.0
20231209:1010,643.27,787.27,23.66,7.33,0.62,0.0
20231209:1110,656.61,812.6,24.69,8.62,0.55,0.0
20231209:1210,601.52,738.13,22.83,9.13,0.62,0.0
20231209:1310,468.19,563.52,18.3,9.23,1.03,0.0
20231209:1410,28.27,47.62,11.58,8.79,0.97,0.0
20231209:1510,4.06,13.85,3.21,7.95,0.83,0.0
20231209:1610,0.0,0.0,0.0,6.67,0.62,0.0
20231209:1710,0.0,0.0,0.0,6.3,0.69,0.0
20231209:1810,0.0,0.0,0.0,5.9,0.76,0.0
20231209:1910,0.0,0.0,0.0,5.32,0.83,0.0
20231209:2010,0.0,0.0,0.0,4.54,1.03,0.0
20231209:2110,0.0,0.0,0.0,3.97,1.31,0.0
20231209:2210,0.0,0.0,0.0,4.05,1.38,0.0
20231209:2310,0.0,0.0,0.0,4.28,1.38,0.0
20231210:0010,0.0,0.0,0.0,5.21,1.66,0.0
20231210:0110,0.0,0.0,0.0,5.2,1.59,0.0
20231210:0210,0.0,0.0,0.0,5.3,1.72,0.0
20231210:0310,0.0,0.0,0.0,5.6,1.66,0.0
20231210:0410,0.0,0.0,0.0,5.89,1.31,0.0
20231210:0510,0.0,0.0,0.0,5.99,1.17,0.0
20231210:0610,0.0,0.0,0.0,6.03,0.83,0.0
20231210:0710,7.55,19.35,5.61,6.42,0.62,0.0
20231210:0810,77.21,104.96,13.56,6.86,0.07,0.0
20231210:0910,440.18,524.87,19.72,7.59,0.62,0.0
20231210:1010,444.72,527.19,23.54,8.49,1.72,0.0
20231210:1110,619.52,743.39,24.6,9.2,2.28,0.0
20231210:1210,610.62,729.68,22.76,9.59,2.69,0.0
20231210:1310,476.11,565.97,18.26,9.82,2.62,0.0
20231210:1410,28.19,47.62,11.56,9.54,2.28,0.0
20231210:1510,5.08,15.58,3.2,8.51,1.79,0.0
20231210:1610,0.0,0.0,0.0,7.09,1.52,0.0
20231210:1710,0.0,0.0,0.0,5.61,1.38,0.0
20231210:1810,0.0,0.0,0.0,4.27,1.38,0.0
20231210:1910,0.0,0.0,0.0,3.27,1.45,0.0
20231210:2010,0.0,0.0,0.0,2.35,1.52,0.0
20231210:2110,0.0,0.0,0.0,1.48,1.59,0.0
20231210:2210,0.0,0.0,0.0,1.03,1.52,0.0
20231210:2310,0.0,0.0,0.0,0.8,1.45,0.0
20231211:0010,0.0,0.0,0.0,0.79,1.45,0.0
20231211:0110,0.0,0.0,0.0,0.57,1.52,0.0
20231211:0210,0.0,0.0,0.0,0.59,1.52,0.0
20231211:0310,0.0,0.0,0.0,0.95,1.45,0.0
20231211:0410,0.0,0.0,0.0,1.79,1.45,0.0
20231211:0510,0.0,0.0,0.0,2.15,1.45,0.0
20231211:0610,0.0,0.0,0.0,2.52,1.52,0.0
20231211:0710,153.78,187.69,5.48,3.26,1.24,0.0
20231211:0810,124.36,156.27,13.44,5.12,1.1,0.0
20231211:0910,169.07,208.91,19.6,8.1,1.17,0.0
20231211:1010,88.17,118.64,23.44,8.68,1.45,0.0
20231211:1110,40.42,62.67,24.52,9.04,1.59,0.0
20231211:1210,38.9,60.83,22.7,9.08,1.66,0.0
20231211:1310,22.73,40.55,18.22,9.09,1.59,0.0
20231211:1410,5.06,15.58,11.54,9.03,1.66,0.0
20231211:1510,0.0,2.6,3.2,8.78,1.79,0.0
20231211:1610,0.0,0.0,0.0,8.74,1.72,0.0
20231211:1710,0.0,0.0,0.0,8.75,1.66,0.0
20231211:1810,0.0,0.0,0.0,9.0,1.52,0.0
20231211:1910,0.0,0.0,0.0,9.12,1.59,0.0
20231211:2010,0.0,0.0,0.0,9.21,1.52,0.0
20231211:2110,0.0,0.0,0.0,9.3,1.45,0.0
20231211:2210,0.0,0.0,0.0,9.37,1.52,0.0
20231211:2310,0.0,0.0,0.0,9.45,1.52,0.0
20231212:0010,0.0,0.0,0.0,9.52,1.59,0.0
20231212:0110,0.0,0.0,0.0,9.55,1.52,0.0
20231212:0210,0.0,0.0,0.0,9.74,1.45,0.0
20231212:0310,0.0,0.0,0.0,9.79,1.38,0.0
20231212:0410,0.0,0.0,0.0,9.86,1.31,0.0
20231212:0510,0.0,0.0,0.0,9.67,1.24,0.0
20231212:0610,0.0,0.0,0.0,9.79,1.17,0.0
20231212:0710,8.61,21.2,5.35,9.86,1.1,0.0
20231212:0810,35.65,57.14,13.32,10.39,1.31,0.0
20231212:0910,18.32,35.02,19.49,11.09,1.66,0.0
20231212:1010,64.38,92.16,23.34,11.65,1.79,0.0
20231212:1110,44.3,68.2,24.44,12.19,1.86,0.0
20231212:1210,78.18,108.75,22.65,12.45,2.0,0.0
20231212:1310,71.39,100.65,18.19,12.5,2.07,0.0
20231212:1410,30.52,51.08,11.53,12.25,2.07,0.0
20231212:1510,1.24,8.66,3.21,11.77,1.72,0.0
20231212:1610,0.0,0.0,0.0,11.36,1.79,0.0
20231212:1710,0.0,0.0,0.0,11.08,1.86,0.0
20231212:1810,0.0,0.0,0.0,10.91,1.79,0.0
20231212:1910,0.0,0.0,0.0,10.68,1.52,0.0
20231212:2010,0.0,0.0,0.0,10.43,1.59,0.0
20231212:2110,0.0,0.0,0.0,10.12,1.66,0.0
20231212:2210,0.0,0.0,0.0,9.68,1.72,0.0
20231212:2310,0.0,0.0,0.0,9.2,1.79,0.0
20231213:0010,0.0,0.0,0.0,8.95,1.79,0.0
20231213:0110,0.0,0.0,0.0,8.55,1.79,0.0
20231213:0210,0.0,0.0,0.0,8.67,1.86,0.0
20231213:0310,0.0,0.0,0.0,8.43,1.86,0.0
20231213:0410,0.0,0.0,0.0,8.94,1.86,0.0
20231213:0510,0.0,0.0,0.0,9.2,1.86,0.0
20231213:0610,0.0,0.0,0.0,9.37,2.0,0.0
20231213:0710,6.82,18.43,5.23,9.69,1.93,0.0
20231213:0810,30.53,50.69,13.2,10.27,2.28,0.0
20231213:0910,29.69,49.77,19.39,10.99,2.28,0.0
20231213:1010,34.68,56.22,23.25,11.93,2.83,0.0
20231213:1110,48.17,72.81,24.37,12.22,3.72,0.0
20231213:1210,35.38,57.14,22.6,12.28,3.52,0.0
20231213:1310,21.0,38.71,18.16,12.06,3.24,0.0
20231213:1410,12.96,27.71,11.52,11.82,3.1,0.0
20231213:1510,1.66,9.52,3.22,11.21,2.69,0.0
20231213:1610,0.0,0.0,0.0,10.61,2.48,0.0
20231213:1710,0.0,0.0,0.0,10.36,2.41,0.0
20231213:1810,0.0,0.0,0.0,10.19,2.55,0.0
20231213:1910,0.0,0.0,0.0,10.1,2.21,0.0
20231213:2010,0.0,0.0,0.0,9.6,2.0,0.0
20231213:2110,0.0,0.0,0.0,9.28,2.41,0.0
20231213:2210,0.0,0.0,0.0,8.49,2.0,0.0
20231213:2310,0.0,0.0,0.0,7.86,1.45,0.0
20231214:0010,0.0,0.0,0.0,7.91,1.24,0.0
20231214:0110,0.0,0.0,0.0,7.73,0.97,0.0
20231214:0210,0.0,0.0,0.0,7.24,0.76,0.0
20231214:0310,0.0,0.0,0.0,6.85,0.76,0.0
20231214:0410,0.0,0.0,0.0,6.4,0.83,0.0
20231214:0510,0.0,0.0,0.0,6.0,1.03,0.0
20231214:0610,0.0,0.0,0.0,5.55,1.1,0.0
20231214:0710,5.21,15.67,5.12,5.98,0.76,0.0
20231214:0810,50.07,73.73,13.09,7.18,0.69,0.0
20231214:0910,90.49,121.22,19.29,8.5,0.69,0.0
20231214:1010,155.58,195.72,23.17,9.42,0.9,0.0
20231214:1110,312.34,377.03,24.31,10.12,0.76,0.0
20231214:1210,367.11,439.59,22.56,8.89,0.76,0.0
20231214:1310,405.27,487.58,18.15,8.47,0.41,0.0
20231214:1410,28.4,47.62,11.53,7.78,0.41,0.0
20231214:1510,4.59,14.72,3.24,7.51,0.76,0.0
20231214:1610,0.0,0.0,0.0,6.93,0.97,0.0
20231214:1710,0.0,0.0,0.0,6.26,1.24,0.0
20231214:1810,0.0,0.0,0.0,5.43,1.45,0.0
20231214:1910,0.0,0.0,0.0,5.43,1.45,0.0
20231214:2010,0.0,0.0,0.0,5.29,1.38,0.0
20231214:2110,0.0,0.0,0.0,5.15,1.45,0.0
20231214:2210,0.0,0.0,0.0,5.11,1.52,0.0
20231214:2310,0.0,0.0,0.0,4.95,1.52,0.0
20231215:0010,0.0,0.0,0.0,4.66,1.59,0.0
20231215:0110,0.0,0.0,0.0,4.56,1.66,0.0
20231215:0210,0.0,0.0,0.0,4.28,1.66,0.0
20231215:0310,0.0,0.0,0.0,4.01,1.79,0.0
20231215:0410,0.0,0.0,0.0,3.86,1.79,0.0
20231215:0510,0.0,0.0,0.0,3.94,1.93,0.0
20231215:0610,0.0,0.0,0.0,3.91,1.93,0.0
20231215:0710,128.9,160.62,5.01,4.1,2.0,0.0
20231215:0810,482.0,560.85,12.99,5.29,2.07,0.0
20231215:0910,540.13,635.28,19.2,6.72,2.14,0.0
20231215:1010,618.45,732.5,23.09,8.16,2.97,0.0
20231215:1110,543.54,639.81,24.26,8.95,3.52,0.0
20231215:1210,161.06,200.21,22.53,9.13,3.59,0.0
20231215:1310,131.15,166.48,18.14,8.83,3.38,0.0
20231215:1410,45.43,68.4,11.54,8.08,3.17,0.0
20231215:1510,1.72,9.52,3.26,7.21,2.83,0.0
20231215:1610,0.0,0.0,0.0,6.26,3.17,0.0
20231215:1710,0.0,0.0,0.0,5.66,3.1,0.0
20231215:1810,0.0,0.0,0.0,5.19,3.1,0.0
20231215:1910,0.0,0.0,0.0,5.18,3.17,0.0
20231215:2010,0.0,0.0,0.0,4.78,3.17,0.0
20231215:2110,0.0,0.0,0.0,4.31,3.1,0.0
20231215:2210,0.0,0.0,0.0,3.95,2.97,0.0
20231215:2310,0.0,0.0,0.0,3.81,2.97,0.0
20231216:0010,0.0,0.0,0.0,3.61,2.97,0.0
20231216:0110,0.0,0.0,0.0,3.44,2.9,0.0
20231216:0210,0.0,0.0,0.0,3.24,2.97,0.0
20231216:0310,0.0,0.0,0.0,2.95,3.1,0.0
20231216:0410,0.0,0.0,0.0,2.71,3.24,0.0
20231216:0510,0.0,0.0,0.0,2.53,3.31,0.0
20231216:0610,0.0,0.0,0.0,2.53,3.31,0.0
20231216:0710,170.0,204.07,4.9,3.08,4.28,0.0
20231216:0810,384.37,438.06,12.89,3.57,4.0,0.0
20231216:0910,599.59,687.68,19.11,4.43,4.34,0.0
20231216:1010,634.03,731.75,23.03,5.39,4.62,0.0
20231216:1110,632.56,733.06,24.21,6.08,4.55,0.0
20231216:1210,605.2,701.99,22.51,6.39,4.34,0.0
20231216:1310,293.24,343.24,18.13,6.25,3.86,0.0
20231216:1410,40.13,61.47,11.55,5.81,3.24,0.0
20231216:1510,5.73,16.45,3.29,5.15,2.34,0.0
20231216:1610,0.0,0.0,0.0,4.27,1.45,0.0
20231216:1710,0.0,0.0,0.0,2.87,1.03,0.0
20231216:1810,0.0,0.0,0.0,2.09,0.9,0.0
20231216:1910,0.0,0.0,0.0,2.41,1.03,0.0
20231216:2010,0.0,0.0,0.0,2.28,0.9,0.0
20231216:2110,0.0,0.0,0.0,1.21,1.1,0.0
20231216:2210,0.0,0.0,0.0,0.47,1.24,0.0
20231216:2310,0.0,0.0,0.0,0.19,1.31,0.0
20231217:0010,0.0,0.0,0.0,-0.03,1.31,0.0
20231217:0110,0.0,0.0,0.0,-0.27,1.38,0.0
20231217:0210,0.0,0.0,0.0,-0.7,1.52,0.0
20231217:0310,0.0,0.0,0.0,-1.01,1.72,0.0
20231217:0410,0.0,0.0,0.0,-1.12,1.86,0.0
20231217:0510,0.0,0.0,0.0,-1.11,2.0,0.0
20231217:0610,0.0,0.0,0.0,-1.23,2.0,0.0
20231217:0710,167.15,198.0,4.8,-1.68,2.0,0.0
20231217:0810,487.33,556.98,12.8,0.57,1.66,0.0
20231217:0910,631.08,747.13,19.03,4.28,1.45,0.0
20231217:1010,682.26,827.81,22.97,6.67,1.24,0.0
20231217:1110,690.61,849.59,24.17,8.41,1.1,0.0
20231217:1210,621.23,765.88,22.49,9.52,0.69,0.0
20231217:1310,483.6,591.21,18.14,10.03,0.34,0.0
20231217:1410,30.16,50.22,11.58,9.78,0.34,0.0
20231217:1510,5.6,16.45,3.33,8.74,0.34,0.0
20231217:1610,0.0,0.0,0.0,7.67,0.41,0.0
20231217:1710,0.0,0.0,0.0,6.35,0.76,0.0
20231217:1810,0.0,0.0,0.0,3.46,1.17,0.0
20231217:1910,0.0,0.0,0.0,1.51,1.66,0.0
20231217:2010,0.0,0.0,0.0,0.81,1.66,0.0
20231217:2110,0.0,0.0,0.0,0.35,1.72,0.0
20231217:2210,0.0,0.0,0.0,0.04,1.72,0.0
20231217:2310,0.0,0.0,0.0,-0.2,1.72,0.0
20231218:0010,0.0,0.0,0.0,-0.38,1.66,0.0
20231218:0110,0.0,0.0,0.0,-0.61,1.66,0.0
20231218:0210,0.0,0.0,0.0,-0.88,1.59,0.0
20231218:0310,0.0,0.0,0.0,-1.09,1.59,0.0
20231218:0410,0.0,0.0,0.0,-1.18,1.59,0.0
20231218:0510,0.0,0.0,0.0,-1.22,1.59,0.0
20231218:0610,0.0,0.0,0.0,-1.31,1.66,0.0
20231218:0710,146.47,176.57,4.71,-0.69,1.86,0.0
20231218:0810,450.25,516.06,12.72,1.51,1.59,0.0
20231218:0910,605.76,724.11,18.96,6.08,1.17,0.0
20231218:1010,654.14,806.55,22.91,9.12,0.83,0.0
20231218:1110,663.17,835.42,24.14,11.24,0.48,0.0
20231218:1210,593.85,747.65,22.48,12.14,0.14,0.0
20231218:1310,469.9,580.78,18.15,12.35,0.28,0.0
20231218:1410,29.18,49.35,11.61,11.8,0.55,0.0
20231218:1510,5.54,16.45,3.37,10.59,0.48,0.0
20231218:1610,0.0,0.0,0.0,9.5,0.62,0.0
20231218:1710,0.0,0.0,0.0,8.36,0.97,0.0
20231218:1810,0.0,0.0,0.0,7.08,1.1,0.0
20231218:1910,0.0,0.0,0.0,3.98,1.52,0.0
20231218:2010,0.0,0.0,0.0,2.21,1.66,0.0
20231218:2110,0.0,0.0,0.0,1.41,1.72,0.0
20231218:2210,0.0,0.0,0.0,0.92,1.79,0.0
20231218:2310,0.0,0.0,0.0,0.55,1.79,0.0
20231219:0010,0.0,0.0,0.0,0.21,1.72,0.0
20231219:0110,0.0,0.0,0.0,-0.06,1.66,0.0
20231219:0210,0.0,0.0,0.0,-0.24,1.59,0.0
20231219:0310,0.0,0.0,0.0,-0.32,1.59,0.0
20231219:0410,0.0,0.0,0.0,-0.39,1.59,0.0
20231219:0510,0.0,0.0,0.0,-0.42,1.59,0.0
20231219:0610,0.0,0.0,0.0,-0.44,1.59,0.0
20231219:0710,121.59,149.85,4.62,-0.55,1.66,0.0
20231219:0810,450.25,518.25,12.64,1.89,1.31,0.0
20231219:0910,598.42,721.23,18.9,7.0,0.9,0.0
20231219:1010,639.2,797.19,22.87,10.66,0.55,0.0
20231219:1110,644.73,819.17,24.11,12.58,0.28,0.0
20231219:1210,585.46,739.3,22.48,13.32,0.21,0.0
20231219:1310,465.15,575.63,18.17,13.37,0.48,0.0
20231219:1410,33.12,54.54,11.64,12.75,0.62,0.0
20231219:1510,4.47,14.72,3.42,11.4,0.48,0.0
20231219:1610,0.0,0.0,0.0,10.77,0.07,0.0
20231219:1710,0.0,0.0,0.0,10.06,0.34,0.0
20231219:1810,0.0,0.0,0.0,9.13,0.69,0.0
20231219:1910,0.0,0.0,0.0,7.08,1.17,0.0
20231219:2010,0.0,0.0,0.0,6.03,1.24,0.0
20231219:2110,0.0,0.0,0.0,5.57,1.31,0.0
20231219:2210,0.0,0.0,0.0,5.82,1.24,0.0
20231219:2310,0.0,0.0,0.0,6.42,1.17,0.0
20231220:0010,0.0,0.0,0.0,6.49,1.1,0.0
20231220:0110,0.0,0.0,0.0,6.34,1.03,0.0
20231220:0210,0.0,0.0,0.0,6.01,1.1,0.0
20231220:0310,0.0,0.0,0.0,5.7,1.1,0.0
20231220:0410,0.0,0.0,0.0,5.38,1.17,0.0
20231220:0510,0.0,0.0,0.0,5.11,1.17,0.0
20231220:0610,0.0,0.0,0.0,5.09,1.17,0.0
20231220:0710,207.62,249.06,4.54,4.48,1.24,0.0
20231220:0810,461.0,543.78,12.57,5.83,0.9,0.0
20231220:0910,546.76,660.83,18.84,6.57,0.21,0.0
20231220:1010,657.23,821.96,22.83,9.0,0.21,0.0
20231220:1110,649.72,811.74,24.1,9.99,0.41,0.0
20231220:1210,593.99,733.29,22.49,10.47,0.62,0.0
20231220:1310,474.1,575.67,18.2,10.43,0.83,0.0
20231220:1410,37.12,58.87,11.69,9.75,0.55,0.0
20231220:1510,3.54,12.99,3.48,8.82,0.41,0.0
20231220:1610,0.0,0.0,0.0,8.25,0.07,0.0
20231220:1710,0.0,0.0,0.0,7.67,0.55,0.0
20231220:1810,0.0,0.0,0.0,6.44,0.9,0.0
20231220:1910,0.0,0.0,0.0,5.7,0.97,0.0
20231220:2010,0.0,0.0,0.0,5.19,0.97,0.0
20231220:2110,0.0,0.0,0.0,4.53,1.03,0.0
